Retailer,Range,Product Name,Size,Product Type,Unit,Revenue,Δ Unit YTD %,Δ Revenue YTD %
MedPex,PHOTODERM,PHOTODERM AUTOBRONZANT,150 ml,Sun Care,15,€ 524,7.14%,185%
MedPex,SENSIBIO,SENSIBIO MICELLAR CLEANSING OIL,150 ml,Cleansing,15,€ 778,650.00%,2410%
MPK,NODE,NODE FLUIDE,200 ml,Care,15,€ 178,-31.82%,-7%
Zalando,ATODERM,ATODERM HUILE DE DOUCHE,100 ml,Cleansing,15,"€ 1,057",150.00%,2836%
Zalando,ATODERM,ATODERM GEL DOUCHE,500 ml,Cleansing,15,€ 462,87.50%,492%
Zalando,SEBIUM,SEBIUM GEL MOUSSANT,200 ml,Cleansing,15,"€ 3,797",275.00%,8154%
DocMorris,SEBIUM,SEBIUM H2O,250 ml,Cleansing,14,€ 996,-41.67%,341%
MedPex,NODE,NODE K,150 ml,Care,14,"€ 1,939",75.00%,1764%
Zalando,HYDRABIO,HYDRABIO H2O,500 ml,Cleansing,14,"€ 1,716",0.00%,0%
Zalando,SENSIBIO,SENSIBIO DEFENSIVE RICH,40 ml,Care,14,"€ 1,202",250.00%,1903%
ApoDiscounter,PHOTODERM,PHOTODERM SPRAY SPF 50+,300 ml,Sun Care,13,€ 191,0.00%,0%
TNA,PIGMENTBIO,PIGMENTBIO H2O,250 ml,Cleansing,13,€ 198,,
DocMorris,HYDRABIO,HYDRABIO H2O,100 ml,Cleansing,13,€ 267,0.00%,0%
DocMorris,SEBIUM,SEBIUM NIGHT PEEL,40 ml,Care,13,€ 763,550.00%,2080%
DocMorris,SEBIUM,SEBIUM HYDRA CLEANSER,200 ml,Cleansing,13,€ 452,0.00%,0%
MPK,ATODERM,ATODERM INTENSIVE GEL MOUSSANT,200 ml,Cleansing,13,€ 882,-23.53%,476%
MPK,HYDRABIO,HYDRABIO H2O,500 ml,Cleansing,13,€ 316,-55.17%,-20%
Zalando,SEBIUM,SEBIUM GEL MOUSSANT ACTIF,200 ml,Cleansing,13,€ 541,116.67%,603%
DocMorris,SEBIUM,SEBIUM H2O,100 ml,Cleansing,12,€ 515,71.43%,1126%
MPK,ATODERM,ATODERM HUILE DE DOUCHE,200 ml,Cleansing,12,€ 233,-47.83%,7%
MPK,ATODERM,ATODERM HUILE DE DOUCHE,500 ml,Cleansing,12,€ 468,0.00%,0%
Zalando,HYDRABIO,HYDRABIO HYALU+ SERUM,30 ml,Care,12,€ 858,500.00%,1519%
Zalando,HYDRABIO,HYDRABIO H2O,250 ml,Cleansing,12,€ 467,0.00%,0%
Zalando,SENSIBIO,SENSIBIO DEFENSIVE SERUM,30 ml,Care,12,"€ 1,858",300.00%,2252%
DocMorris,ATODERM,ATODERM INTENSIVE GEL-CREAM,200 ml,Care,11,€ 372,0.00%,0%
MedPex,ATODERM,ATODERM HUILE DE DOUCHE,100 ml,Cleansing,11,€ 611,175.00%,2446%
MPK,SEBIUM,SEBIUM SERUM,30 ml,Care,11,€ 640,-35.29%,43%
Zalando,SEBIUM,SEBIUM H2O,100 ml,Cleansing,11,€ 355,0.00%,0%
TNA,SEBIUM,SEBIUM KERATO+,30 ml,Care,10,€ 174,,
DocMorris,PHOTODERM,PHOTODERM X-DEFENSE INVISIBLE SPF 50+,40 ml,Sun Care,10,€ 268,0.00%,0%
DocMorris,PIGMENTBIO,PIGMENTBIO C-CONCENTRATE,15 ml,Care,10,"€ 1,113",0.00%,0%
DocMorris,PIGMENTBIO,PIGMENTBIO H2O,250 ml,Cleansing,10,"€ 2,286",0.00%,0%
DocMorris,SENSIBIO,SENSIBIO AR+ BI-SERUM,30 ml,Care,10,€ 280,0.00%,0%
MedPex,HYDRABIO,HYDRABIO H2O,250 ml,Cleansing,10,€ 350,-9.09%,237%
MedPex,SEBIUM,SEBIUM GEL MOUSSANT ACTIF,200 ml,Cleansing,10,€ 568,25.00%,446%
Zalando,ATODERM,ATODERM INTENSIVE BAUME,200 ml,Care,10,"€ 1,011",900.00%,6640%
Zalando,ATODERM,ATODERM HUILE DE DOUCHE,200 ml,Cleansing,10,€ 166,0.00%,0%
Zalando,HYDRABIO,HYDRABIO GEL-CREAM,40 ml,Care,10,"€ 2,357",0.00%,0%
ApoDiscounter,ATODERM,ATODERM INTENSIVE GEL-CREAM,200 ml,Care,9,"€ 7,368",0.00%,0%
ApoDiscounter,HYDRABIO,HYDRABIO H2O PUMP,500 ml,Cleansing,9,€ 181,0.00%,0%
ApoDiscounter,PIGMENTBIO,PIGMENTBIO C-CONCENTRATE,15 ml,Care,9,"€ 2,597",0.00%,0%
DocMorris,ATODERM,ATODERM INTENSIVE GEL-CREAM,75 ml,Care,9,€ 218,125.00%,581%
MedPex,PHOTODERM,PHOTODERM AQUAFLUIDE TINTED SPF 50+,40 ml,Sun Care,9,€ 555,350.00%,1690%
MedPex,SEBIUM,SEBIUM H2O,100 ml,Cleansing,9,€ 335,125.00%,1296%
Zalando,HYDRABIO,HYDRABIO SERUM,40 ml,Care,9,"€ 1,710",800.00%,8043%
DocMorris,HYDRABIO,HYDRABIO HYALU+ SERUM,30 ml,Care,8,€ 591,0.00%,0%
DocMorris,PHOTODERM,PHOTODERM AUTOBRONZANT,150 ml,Sun Care,8,€ 216,-20.00%,65%
MedPex,HYDRABIO,HYDRABIO PERFECTEUR SPF 30,40 ml,Care,8,€ 968,-20.00%,438%
MPK,SENSIBIO,SENSIBIO MICELLAR CLEANSING OIL,150 ml,Cleansing,8,€ 250,700.00%,1567%
Shop Apotheke,PHOTODERM,PHOTODERM PEDIATRICS SPRAY SPF 50+,200 ml,Sun Care,8,€ 167,-55.56%,-56%
Zalando,ATODERM,ATODERM INTENSIVE GEL-CREAM,75 ml,Care,8,€ 702,700.00%,8675%
Zalando,HYDRABIO,HYDRABIO H2O,100 ml,Cleansing,8,"€ 1,285",0.00%,0%
ApoDiscounter,PHOTODERM,PHOTODERM X-DEFENSE TINTED DARK SPF 50+,40 ml,Sun Care,7,€ 150,0.00%,0%
ApoDiscounter,PIGMENTBIO,PIGMENTBIO H2O,250 ml,Cleansing,7,€ 358,0.00%,0%
ApoDiscounter,SEBIUM,SEBIUM H2O PUMP,500 ml,Cleansing,7,€ 126,-63.16%,-57%
ApoDiscounter,SEBIUM,SEBIUM AKNE SET,75 ml,Multiple,7,€ 574,0.00%,0%
DocMorris,ATODERM,ATODERM GEL DOUCHE,100 ml,Cleansing,7,"€ 2,457",250.00%,24470%
DocMorris,SEBIUM,SEBIUM H2O PUMP,500 ml,Cleansing,7,€ 185,40.00%,140%
MedPex,PHOTODERM,PHOTODERM AQUAFLUIDE SPF 50+,40 ml,Sun Care,7,"€ 1,509",-41.67%,703%
MedPex,PHOTODERM,PHOTODERM X-DEFENSE INVISIBLE SPF 50+,40 ml,Sun Care,7,€ 140,0.00%,0%
MedPex,SEBIUM,SEBIUM H2O,250 ml,Cleansing,7,€ 609,-12.50%,701%
MPK,SEBIUM,SEBIUM NIGHT PEEL,40 ml,Care,7,€ 219,0.00%,83%
Zalando,ATODERM,ATODERM GEL DOUCHE,100 ml,Cleansing,7,€ 107,75.00%,494%
Zalando,SENSIBIO,SENSIBIO AR CREAM,40 ml,Care,7,€ 269,133.33%,408%
ApoDiscounter,SEBIUM,SEBIUM KERATO+,30 ml,Care,6,€ 27,-94.59%,-98%
TNA,SENSIBIO,SENSIBIO LIGHT CREAM,40 ml,Care,6,€ 522,0.00%,0%
DocMorris,HYDRABIO,HYDRABIO H2O,250 ml,Cleansing,6,€ 356,-25.00%,375%
DocMorris,PHOTODERM,PHOTODERM BRONZ SUN PROTECTIVE WATER SPF 30,200 ml,Sun Care,6,€ 557,50.00%,571%
DocMorris,PHOTODERM,PHOTODERM AQUAFLUIDE SPF 50+,40 ml,Sun Care,6,"€ 1,253",20.00%,1506%
MedPex,ATODERM,ATODERM GEL DOUCHE,100 ml,Cleansing,6,€ 286,50.00%,1405%
MedPex,HYDRABIO,HYDRABIO H2O,100 ml,Cleansing,6,€ 854,-53.85%,1086%
MedPex,PIGMENTBIO,PIGMENTBIO DAILY CARE SPF 50+,40 ml,Care,6,€ 650,0.00%,0%
MPK,PIGMENTBIO,PIGMENTBIO DAILY CARE SPF 50+,40 ml,Care,6,€ 105,500.00%,400%
MPK,SEBIUM,SEBIUM H2O PUMP,500 ml,Cleansing,6,€ 144,-33.33%,4%
Zalando,ATODERM,ATODERM INTENSIVE GEL-CREAM,200 ml,Care,6,€ 364,100.00%,709%
Zalando,PIGMENTBIO,PIGMENTBIO DAILY CARE SPF 50+,40 ml,Care,6,€ 580,0.00%,0%
DocMorris,ATODERM,ATODERM CREAM ULTRA PUMP,200 ml,Care,5,"€ 1,895",0.00%,0%
DocMorris,PIGMENTBIO,PIGMENTBIO SENSITIVE AREAS,75 ml,Care,5,€ 133,0.00%,0%
MedPex,SEBIUM,SEBIUM GEL MOUSSANT,100 ml,Cleansing,5,"€ 7,270",25.00%,30192%
MPK,HYDRABIO,HYDRABIO MASQUE,75 ml,Cleansing,5,€ 153,-70.59%,-46%
Zalando,ATODERM,ATODERM INTENSIVE BAUME,75 ml,Care,5,€ 749,0.00%,0%
Zalando,SEBIUM,SEBIUM SERUM,30 ml,Care,5,€ 742,150.00%,1300%
Zalando,SEBIUM,SEBIUM H2O,250 ml,Cleansing,5,€ 927,400.00%,10200%
Zalando,SEBIUM,SEBIUM H2O PUMP,500 ml,Cleansing,5,€ 643,150.00%,1974%
ApoDiscounter,ATODERM,ATODERM CREAM ULTRA,200 ml,Care,4,€ 99,-95.18%,-87%
TNA,ATODERM,ATODERM LEVRES,15 ml,Care,4,"€ 1,347",0.00%,0%
TNA,PHOTODERM,PHOTODERM AQUAFLUIDE TINTED LIGHT SPF 50+,40 ml,Sun Care,4,€ 258,0.00%,0%
DocMorris,HYDRABIO,HYDRABIO H2O PUMP,500 ml,Cleansing,4,€ 63,,
MedPex,SEBIUM,SEBIUM SERUM,30 ml,Care,4,€ 724,0.00%,583%
MPK,PHOTODERM,PHOTODERM X-DEFENSE TINTED LIGHT SPF 50+,40 ml,Sun Care,4,€ 140,0.00%,0%
MPK,PIGMENTBIO,PIGMENTBIO NIGHT RENEWER,50 ml,Care,4,€ 515,0.00%,0%
Zalando,ATODERM,ATODERM INTENSIVE BAUME,500 ml,Care,4,"€ 4,837",0.00%,0%
Zalando,ATODERM,ATODERM INTENSIVE GEL-CREAM,500 ml,Care,4,€ 806,0.00%,0%
DocMorris,PHOTODERM,PHOTODERM X-DEFENSE TINTED DARK SPF 50+,40 ml,Sun Care,3,€ 34,0.00%,0%
DocMorris,PHOTODERM,PHOTODERM X-DEFENSE TINTED LIGHT SPF 50+,40 ml,Sun Care,3,€ 347,0.00%,0%
MedPex,ATODERM,ATODERM INTENSIVE GEL-CREAM,75 ml,Care,3,"€ 2,123",50.00%,13169%
MedPex,SEBIUM,SEBIUM NIGHT PEEL,40 ml,Care,3,€ 382,-25.00%,454%
MPK,PHOTODERM,PHOTODERM BRONZ SUN PROTECTIVE WATER SPF 30,200 ml,Sun Care,3,€ 63,,
MPK,PIGMENTBIO,PIGMENTBIO H2O,250 ml,Cleansing,3,€ 85,200.00%,750%
Shop Apotheke,PHOTODERM,PHOTODERM X-DEFENSE TINTED DARK SPF 50+,40 ml,Sun Care,3,€ 50,0.00%,0%
Zalando,SENSIBIO,SENSIBIO MICELLAR CLEANSING OIL,150 ml,Cleansing,3,€ 700,0.00%,0%
ApoDiscounter,PHOTODERM,PHOTODERM X-DEFENSE TINTED LIGHT SPF 50+,40 ml,Sun Care,2,€ 50,0.00%,0%
DocMorris,PHOTODERM,PHOTODERM APRES-SOLEIL,200 ml,Sun Care,2,€ 326,0.00%,0%
DocMorris,PHOTODERM,PHOTODERM PEDIATRICS SPRAY SPF 50+,200 ml,Sun Care,2,€ 82,-77.78%,-56%
MedPex,HYDRABIO,HYDRABIO H2O PUMP,500 ml,Cleansing,2,€ 168,0.00%,0%
MedPex,PHOTODERM,PHOTODERM APRES-SOLEIL,200 ml,Sun Care,2,€ 204,100.00%,1469%
MedPex,PHOTODERM,PHOTODERM PEDIATRICS SPRAY SPF 50+,200 ml,Sun Care,2,€ 238,-85.71%,-18%
MedPex,PIGMENTBIO,PIGMENTBIO NIGHT RENEWER,50 ml,Care,2,"€ 5,720",0.00%,0%
MedPex,PIGMENTBIO,PIGMENTBIO H2O,250 ml,Cleansing,2,"€ 2,336",0.00%,0%
Zalando,ATODERM,ATODERM LEVRES,15 ml,Care,2,€ 617,0.00%,0%
Zalando,PIGMENTBIO,PIGMENTBIO NIGHT RENEWER,50 ml,Care,2,€ 726,0.00%,0%
Zalando,SENSIBIO,SENSIBIO AR BB CREAM SPF 30,40 ml,Care,2,"€ 3,751",0.00%,0%
ApoDiscounter,SENSIBIO,SENSIBIO AR CREAM,40 ml,Care,1,€ 144,-99.79%,-98%
DocMorris,ATODERM,ATODERM CREAM ULTRA,200 ml,Care,1,€ 189,-88.89%,122%
MedPex,ATODERM,ATODERM CREAM ULTRA,200 ml,Care,1,€ 197,-90.91%,91%
MedPex,ATODERM,ATODERM CREAM ULTRA PUMP,200 ml,Care,1,"€ 1,250",0.00%,0%
MedPex,ATODERM,ATODERM INTENSIVE GEL-CREAM,200 ml,Care,1,€ 324,-66.67%,620%
MedPex,PHOTODERM,PHOTODERM X-DEFENSE TINTED DARK SPF 50+,40 ml,Sun Care,1,€ 17,,
MedPex,SEBIUM,SEBIUM H2O PUMP,500 ml,Cleansing,1,€ 209,-75.00%,243%
MPK,CICABIO,CICABIO CREAM+ SPF 50+,30  ml,Care,1,€ 181,-90.91%,52%
MPK,PHOTODERM,PHOTODERM X-DEFENSE TINTED DARK SPF 50+,40 ml,Sun Care,1,€ 139,0.00%,0%
Zalando,SEBIUM,SEBIUM H2O DUO,2X500 ml,Cleansing,1,€ 56,0.00%,0%
ApoDiscounter,CICABIO,CICABIO CREAM SPF 50+,30 ml,Care,0,€ 90,-100.00%,-86%
ApoDiscounter,CICABIO,CICABIO CREAM,40 ml,Care,0,€ 65,-100.00%,-96%
ApoDiscounter,CICABIO,CICABIO POMMADE,40 ml,Care,0,€ 973,-100.00%,2062%
ApoDiscounter,HYDRABIO,HYDRABIO MASQUE,75 ml,Cleansing,0,€ 56,-100.00%,-52%
TNA,HYDRABIO,HYDRABIO TONIQUE,250 ml,Care,0,€ 238,0.00%,0%
DocMorris,CICABIO,CICABIO CREAM SPF 50+,30 ml,Care,0,€ 14,-100.00%,-56%
DocMorris,CICABIO,CICABIO CREAM,40 ml,Care,0,€ 65,-100.00%,-52%
DocMorris,CICABIO,CICABIO POMMADE,40 ml,Care,0,€ 973,-100.00%,501%
DocMorris,HYDRABIO,HYDRABIO MASQUE,75 ml,Cleansing,0,€ 56,-100.00%,-16%
MedPex,CICABIO,CICABIO CREAM SPF 50+,30 ml,Care,0,€ 759,-100.00%,1306%
MedPex,CICABIO,CICABIO CREAM,40 ml,Care,0,€ 150,-100.00%,67%
MedPex,CICABIO,CICABIO POMMADE,40 ml,Care,0,€ 783,-100.00%,263%
MedPex,HYDRABIO,HYDRABIO MASQUE,75 ml,Cleansing,0,€ 41,-100.00%,-78%
MPK,ATODERM,ATODERM CREAM ULTRA,200 ml,Care,0,€ 72,-100.00%,-86%
MPK,CICABIO,CICABIO CREAM SPF 50+,30 ml,Care,0,€ 150,-100.00%,-71%
MPK,CICABIO,CICABIO CREAM,40 ml,Care,0,€ 87,-100.00%,-79%
MPK,CICABIO,CICABIO POMMADE,40 ml,Care,0,€ 0,-100.00%,-100%
MPK,HYDRABIO,HYDRABIO H2O PUMP,500 ml,Cleansing,0,€ 42,-100.00%,40%
MPK,PHOTODERM,PHOTODERM SPRAY SPF 50+,200 ml,Sun Care,0,€ 14,-100.00%,-74%
MPK,PHOTODERM,PHOTODERM MAX AQUAFLUIDE POCKET SPF 50+,30 ml,Sun Care,0,€ 167,-100.00%,1988%
MPK,PHOTODERM,PHOTODERM AQUAFLUIDE TINTED LIGHT SPF 50+,40 ml,Sun Care,0,€ 226,0.00%,0%
MPK,PIGMENTBIO,PIGMENTBIO C-CONCENTRATE,15 ml,Care,0,€ 92,-100.00%,229%
Sanicare,ATODERM,ATODERM HUILE DE DOUCHE,1 l,Care,0,€ 0,-100.00%,-100%
Sanicare,ATODERM,ATODERM INTENSIVE EYE,100 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,ATODERM,ATODERM LEVRES,15 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,ATODERM,ATODERM CREAM ULTRA,200 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,ATODERM,ATODERM INTENSIVE BAUME,200 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,ATODERM,ATODERM INTENSIVE GEL-CREAM,200 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,ATODERM,ATODERM PP BAUME,200 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,ATODERM,ATODERM STICK LEVRES,4 g,Care,0,€ 0,-100.00%,-100%
Sanicare,ATODERM,ATODERM MAINS & ONGLES,50 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,ATODERM,ATODERM CREAM ULTRA,500 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,ATODERM,ATODERM INTENSIVE BAUME,500 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,ATODERM,ATODERM INTENSIVE GEL-CREAM,500 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,ATODERM,ATODERM INTENSIVE BAUME,75 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,ATODERM,ATODERM INTENSIVE GEL-CREAM,75 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,ATODERM,ATODERM GEL DOUCHE,1 l,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,ATODERM,ATODERM GEL DOUCHE,100 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,ATODERM,ATODERM HUILE DE DOUCHE,100 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,ATODERM,ATODERM HUILE DE DOUCHE,200 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,ATODERM,ATODERM GEL DOUCHE,500 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,CICABIO,CICABIO CREAM SPF 50+,30 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,CICABIO,CICABIO ARNICA+,40 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,CICABIO,CICABIO CREAM,40 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,CICABIO,CICABIO POMMADE,40 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,HYDRABIO,HYDRABIO TONIQUE,250 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,HYDRABIO,HYDRABIO HYALU+ SERUM,30 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,HYDRABIO,HYDRABIO GEL-CREAM,40 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,HYDRABIO,HYDRABIO PERFECTEUR SPF 30,40 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,HYDRABIO,HYDRABIO SERUM,40 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,HYDRABIO,HYDRABIO CREAM,50 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,HYDRABIO,HYDRABIO H2O,100 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,HYDRABIO,HYDRABIO H2O,250 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,HYDRABIO,HYDRABIO H2O DUO,2X500 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,HYDRABIO,HYDRABIO MASQUE,75 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,NODE,NODE DS+,125 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,NODE,NODE FLUIDE,200 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,PHOTODERM,PHOTODERM AUTOBRONZANT,150 ml,Sun Care,0,€ 0,-100.00%,-100%
Sanicare,PHOTODERM,PHOTODERM APRES-SOLEIL,200 ml,Sun Care,0,€ 0,-100.00%,-100%
Sanicare,PHOTODERM,PHOTODERM SPRAY SPF 50+,200 ml,Sun Care,0,€ 0,-100.00%,-100%
Sanicare,PHOTODERM,PHOTODERM AR SPF 50+,30 ml,Sun Care,0,€ 0,-100.00%,-100%
Sanicare,PHOTODERM,PHOTODERM AKN MAT SPF 30,40 ml,Sun Care,0,€ 0,-100.00%,-100%
Sanicare,PHOTODERM,PHOTODERM AQUAFLUIDE SPF 50+,40 ml,Sun Care,0,€ 0,-100.00%,-100%
Sanicare,PHOTODERM,PHOTODERM AQUAFLUIDE TINTED SPF 50+,40 ml,Sun Care,0,€ 0,-100.00%,-100%
Sanicare,PHOTODERM,PHOTODERM CRÈME SPF 50+,40 ml,Sun Care,0,€ 0,-100.00%,-100%
Sanicare,PHOTODERM,PHOTODERM CRÈME TINTED SPF 50+,40 ml,Sun Care,0,€ 0,-100.00%,-100%
Sanicare,PHOTODERM,PHOTODERM SPOT-AGE SPF 50+,40 ml,Sun Care,0,€ 0,-100.00%,-100%
Sanicare,PHOTODERM,PHOTODERM MINERAL FLUIDE SPF 50+,75 g,Sun Care,0,€ 0,-100.00%,-100%
Sanicare,SEBIUM,SEBIUM GLOBAL,30 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,SEBIUM,SEBIUM KERATO+,30 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,SEBIUM,SEBIUM MAT CONTROL,30 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,SEBIUM,SEBIUM PORE REFINER,30 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,SEBIUM,SEBIUM SENSITIVE,30 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,SEBIUM,SEBIUM SERUM,30 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,SEBIUM,SEBIUM HYDRA,40 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,SEBIUM,SEBIUM NIGHT PEEL,40 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,SEBIUM,SEBIUM GEL GOMMANT,100 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,SEBIUM,SEBIUM GEL MOUSSANT,100 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,SEBIUM,SEBIUM H2O,100 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,SEBIUM,SEBIUM GEL MOUSSANT,200 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,SEBIUM,SEBIUM GEL MOUSSANT ACTIF,200 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,SEBIUM,SEBIUM H2O,250 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,SEBIUM,SEBIUM H2O DUO,2X500 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,SEBIUM,SEBIUM GEL MOUSSANT,500 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,SEBIUM,SEBIUM H2O,500 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,SEBIUM,SEBIUM H2O PUMP,500 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,SENSIBIO,SENSIBIO EYE,15 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,SENSIBIO,SENSIBIO LAIT,250 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,SENSIBIO,SENSIBIO DEFENSIVE SERUM,30 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,SENSIBIO,SENSIBIO AR BB CREAM SPF 30,40 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,SENSIBIO,SENSIBIO AR CREAM,40 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,SENSIBIO,SENSIBIO DEFENSIVE,40 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,SENSIBIO,SENSIBIO DEFENSIVE RICH,40 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,SENSIBIO,SENSIBIO DS+ CREAM,40 ml,Care,0,€ 0,-100.00%,-100%
Sanicare,SENSIBIO,SENSIBIO GEL MOUSSANT,100 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,SENSIBIO,SENSIBIO H2O,100 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,SENSIBIO,SENSIBIO H2O EYE,125 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,SENSIBIO,SENSIBIO GEL MOUSSANT,200 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,SENSIBIO,SENSIBIO H2O,250 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,SENSIBIO,SENSIBIO H2O AR,250 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,SENSIBIO,SENSIBIO H2O DUO,2X500 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,SENSIBIO,SENSIBIO GEL MOUSSANT,500 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,SENSIBIO,SENSIBIO H2O,500 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,SENSIBIO,SENSIBIO H2O PUMP,500 ml,Cleansing,0,€ 0,-100.00%,-100%
Sanicare,SENSIBIO,SENSIBIO MASK,75 ml,Cleansing,0,€ 0,-100.00%,-100%
Shop Apotheke,ATODERM,ATODERM CREAM,200 ml,Care,0,€ 0,0.00%,0%
Shop Apotheke,ATODERM,ATODERM CREAM ULTRA,200 ml,Care,0,€ 0,-100.00%,-100%
Shop Apotheke,ATODERM,ATODERM SOS SPRAY,200 ml,Care,0,€ 0,0.00%,0%
Shop Apotheke,ATODERM,ATODERM SOS SPRAY,50 ml,Care,0,€ 0,0.00%,0%
Shop Apotheke,ATODERM,ATODERM HUILE DE DOUCHE + INTENSVE BAUME SET,100 ml + 200 ml,Multiple,0,€ 0,0.00%,0%
Shop Apotheke,CICABIO,CICABIO CREAM SPF 50+,30 ml,Care,0,€ 0,-100.00%,-100%
Shop Apotheke,CICABIO,CICABIO CREAM,40 ml,Care,0,€ 0,-100.00%,-100%
Shop Apotheke,CICABIO,CICABIO POMMADE,40 ml,Care,0,€ 0,-100.00%,-100%
Shop Apotheke,HYDRABIO,HYDRABIO LAIT,250 ml,Care,0,€ 0,0.00%,0%
Shop Apotheke,HYDRABIO,HYDRABIO MASQUE,75 ml,Cleansing,0,€ 0,-100.00%,-100%
Shop Apotheke,PHOTODERM,PHOTODERM KID MILK SPF 50+,100 ml,Sun Care,0,€ 0,0.00%,0%
Shop Apotheke,PHOTODERM,PHOTODERM MAX AQUAFLUIDE POCKET SPF 50+,30 ml,Sun Care,0,€ 0,0.00%,0%
Shop Apotheke,PHOTODERM,PHOTODERM AQUAFLUIDE INVISIBLE SPF 50+,40 ml,Sun Care,0,€ 0,0.00%,0%
Shop Apotheke,PHOTODERM,PHOTODERM AQUAFLUIDE TINTED LIGHT SPF 50+,40 ml,Sun Care,0,€ 0,0.00%,0%
Shop Apotheke,PHOTODERM,PHOTODERM SPRAY SPF 50+,400 ml,Sun Care,0,€ 0,0.00%,0%
Zalando,ATODERM,ATODERM INTENSIVE EYE,100 ml,Care,0,"€ 1,560",0.00%,0%
Zalando,ATODERM,ATODERM CREAM ULTRA,200 ml,Care,0,"€ 2,286",-100.00%,5916%
Zalando,ATODERM,ATODERM PP BAUME,200 ml,Care,0,€ 693,0.00%,0%
Zalando,ATODERM,ATODERM STICK LEVRES,4 g,Care,0,€ 727,0.00%,0%
Zalando,ATODERM,ATODERM INTENSIVE GEL MOUSSANT,200 ml,Cleansing,0,€ 269,0.00%,0%
Zalando,CICABIO,CICABIO CREAM+ SPF 50+,30  ml,Care,0,"€ 1,090",0.00%,0%
Zalando,CICABIO,CICABIO ARNICA+,40 ml,Care,0,€ 240,0.00%,0%
