Channel Group,Source,Domain,Date,Funnel,Campaign,Result type,Cost,Results,Result Rate,Cost per Result,Impressions,Clicks,CTR,Reach,Views,ThruPlays,Engagements,Engagement Rate,CPC,CPM,View Rate,CPV,CPE
 Paid Social , meta , Shop Apotheke ,Aug-25,Consideration,de_bio_meta_insta_acq_boosted-post_photoderm_x-defense_awareness,ThruPlay,€ 14,395,25.30%,€ 0.03,"1,564",0,0.00%,"1,559","2,358",395,939,60.00%, € -   ,€ 8.76,16.80%,€ 0.01,€ 0.01
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 31,53,2.30%,€ 10.48,"2,313",25,1.10%,"2,246","2,488",53,384,16.60%,€ 1.26,€ 13.60,2.10%,€ 0.01,€ 0.08
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 44,74,3.00%,€ 4.85,"2,497",23,0.90%,"2,373","3,939",74,381,15.30%,€ 1.90,€ 17.50,1.90%,€ 0.01,€ 0.11
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 41,68,2.70%,€ 5.17,"2,522",24,1.00%,"2,414","3,888",68,366,14.50%,€ 1.72,€ 16.38,1.70%,€ 0.01,€ 0.11
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 19,41,2.60%,€ 18.99,"1,559",12,0.80%,"1,485","1,534",41,207,13.30%,€ 1.58,€ 12.18,2.70%,€ 0.01,€ 0.09
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 30,35,1.90%,€ 14.76,"1,827",15,0.80%,"1,758","1,929",35,309,16.90%,€ 1.97,€ 16.16,1.80%,€ 0.02,€ 0.10
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 29,30,1.90%,€ 9.72,"1,560",20,1.30%,"1,487","1,649",30,339,21.70%,€ 1.46,€ 18.69,1.80%,€ 0.02,€ 0.09
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 40,77,2.90%,€ 4.03,"2,632",32,1.20%,"2,477","4,110",77,427,16.20%,€ 1.26,€ 15.31,1.90%,€ 0.01,€ 0.09
 Paid Social , tiktok , - ,May-25,Consideration,de_bio_tiktok_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 464,"3,671",1.30%,€ 0.13,"280,175",15,0.00%,"152,385","277,124","3,671",421,2806.70%,€ 30.90,€ 1.65,1.30%,€ 0.13,€ 1.10
 Paid Social , tiktok , - ,May-25,Consideration,de_bio_tiktok_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 136,483,0.70%,€ 0.28,"71,362",0,0.00%,"54,128","70,705",483,223,0.00%, € -   ,€ 1.91,0.70%,€ 0.28,€ 0.61
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 29,33,2.00%,€ 9.64,"1,626",15,0.90%,"1,580","1,748",33,312,19.20%,€ 1.93,€ 17.79,1.90%,€ 0.02,€ 0.09
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 40,66,2.70%,€ 1.66,"2,434",30,1.20%,"2,354","3,831",66,422,17.30%,€ 1.33,€ 16.34,1.70%,€ 0.01,€ 0.09
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 28,44,3.00%,€ 4.72,"1,444",26,1.80%,"1,444","1,561",44,326,22.60%,€ 1.09,€ 19.60,2.80%,€ 0.02,€ 0.09
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 40,72,3.10%,€ 13.31,"2,294",29,1.30%,"2,164","3,485",72,384,16.70%,€ 1.38,€ 17.40,2.10%,€ 0.01,€ 0.10
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 29,40,2.40%,€ 14.32,"1,684",28,1.70%,"1,668","1,790",40,354,21.00%,€ 1.02,€ 17.01,2.20%,€ 0.02,€ 0.08
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 40,80,2.90%,€ 13.23,"2,775",27,1.00%,"2,768","4,127",80,391,14.10%,€ 1.47,€ 14.30,1.90%,€ 0.01,€ 0.10
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 40,86,2.90%,€ 13.40,"2,943",26,0.90%,"2,855","3,074",86,355,12.10%,€ 1.55,€ 13.66,2.80%,€ 0.01,€ 0.11
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 31,39,2.50%,€ 30.62,"1,555",15,1.00%,"1,539","1,657",39,336,21.60%,€ 2.04,€ 19.69,2.40%,€ 0.02,€ 0.09
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 31,51,2.40%,€ 10.49,"2,162",25,1.20%,"2,132","2,329",51,407,18.80%,€ 1.26,€ 14.56,2.20%,€ 0.01,€ 0.08
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 43,80,2.40%,€ 21.67,"3,337",24,0.70%,"3,206","3,515",80,425,12.70%,€ 1.81,€ 12.99,2.30%,€ 0.01,€ 0.10
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 42,82,2.70%,€ 10.42,"3,050",33,1.10%,"2,921","3,171",82,445,14.60%,€ 1.26,€ 13.66,2.60%,€ 0.01,€ 0.09
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 20,51,2.90%,€ 19.70,"1,764",12,0.70%,"1,723","1,746",51,247,14.00%,€ 1.64,€ 11.17,2.90%,€ 0.01,€ 0.08
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 19,45,2.60%,€ 18.66,"1,715",2,0.10%,"1,684","1,727",45,216,12.60%,€ 9.33,€ 10.88,2.60%,€ 0.01,€ 0.09
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 40,92,2.80%,€ 20.17,"3,294",24,0.70%,"3,113","3,410",92,395,12.00%,€ 1.68,€ 12.24,2.70%,€ 0.01,€ 0.10
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 30,56,2.90%,€ 7.42,"1,964",22,1.10%,"1,895","2,149",56,373,19.00%,€ 1.35,€ 15.11,2.60%,€ 0.01,€ 0.08
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 27,42,2.20%,€ 4.47,"1,884",20,1.10%,"1,787","2,022",42,290,15.40%,€ 1.34,€ 14.23,2.10%,€ 0.01,€ 0.09
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 39,83,2.70%,€ 4.92,"3,055",16,0.50%,"2,980","3,198",83,401,13.10%,€ 2.46,€ 12.89,2.60%,€ 0.01,€ 0.10
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 18,32,2.10%,€ 4.59,"1,545",8,0.50%,"1,453","1,579",32,206,13.30%,€ 2.29,€ 11.88,2.00%,€ 0.01,€ 0.09
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 28,44,2.30%,€ 2.32,"1,907",26,1.40%,"1,862","2,038",44,339,17.80%,€ 1.07,€ 14.57,2.20%,€ 0.01,€ 0.08
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 39,84,2.50%,€ 3.54,"3,372",31,0.90%,"3,259","3,592",84,440,13.00%,€ 1.25,€ 11.54,2.30%,€ 0.01,€ 0.09
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 18,48,2.90%,€ 1.84,"1,678",9,0.50%,"1,648","1,721",48,242,14.40%,€ 2.04,€ 10.95,2.80%,€ 0.01,€ 0.08
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 39,87,2.60%,€ 3.56,"3,292",25,0.80%,"3,221","3,523",87,428,13.00%,€ 1.57,€ 11.90,2.50%,€ 0.01,€ 0.09
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 29,46,2.40%,€ 4.12,"1,956",27,1.40%,"1,956","2,099",46,354,18.10%,€ 1.07,€ 14.74,2.20%,€ 0.01,€ 0.08
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 30,54,2.50%,€ 3.31,"2,169",30,1.40%,"2,132","2,331",54,367,16.90%,€ 0.99,€ 13.75,2.30%,€ 0.01,€ 0.08
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 42,89,2.80%,€ 3.50,"3,142",28,0.90%,"2,980","3,382",89,429,13.70%,€ 1.50,€ 13.35,2.60%,€ 0.01,€ 0.10
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 19,42,2.70%,€ 9.53,"1,575",10,0.60%,"1,541","1,613",42,215,13.70%,€ 1.91,€ 12.10,2.60%,€ 0.01,€ 0.09
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 20,21,1.90%,€ 9.75,"1,078",7,0.60%,"1,061","1,084",21,186,17.30%,€ 2.79,€ 18.09,1.90%,€ 0.02,€ 0.10
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 28,41,1.90%,€ 2.58,"2,147",27,1.30%,"2,052","2,284",41,383,17.80%,€ 1.05,€ 13.24,1.80%,€ 0.01,€ 0.07
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 41,71,2.60%,€ 2.74,"2,742",33,1.20%,"2,630","2,919",71,429,15.60%,€ 1.24,€ 14.97,2.40%,€ 0.01,€ 0.10
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 20,49,3.40%,€ 3.35,"1,422",10,0.70%,"1,400","1,429",49,242,17.00%,€ 2.01,€ 14.14,3.40%,€ 0.01,€ 0.08
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 43,110,3.50%,€ 2.40,"3,116",28,0.90%,"3,099","3,315",110,503,16.10%,€ 1.55,€ 13.88,3.30%,€ 0.01,€ 0.09
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 31,61,2.60%,€ 2.85,"2,388",29,1.20%,"2,304","2,565",61,391,16.40%,€ 1.08,€ 13.11,2.40%,€ 0.01,€ 0.08
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 28,36,1.90%,€ 2.35,"1,858",26,1.40%,"1,679","2,003",36,350,18.80%,€ 1.08,€ 15.17,1.80%,€ 0.01,€ 0.08
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 40,100,3.10%,€ 5.06,"3,201",26,0.80%,"3,173","3,435",100,464,14.50%,€ 1.56,€ 12.63,2.90%,€ 0.01,€ 0.09
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 19,41,2.60%,€ 9.42,"1,590",5,0.30%,"1,543","1,631",41,215,13.50%,€ 3.77,€ 11.84,2.50%,€ 0.01,€ 0.09
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 40,94,3.00%,€ 3.35,"3,118",36,1.20%,"2,993","3,312",94,460,14.80%,€ 1.12,€ 12.91,2.80%,€ 0.01,€ 0.09
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 28,34,2.00%,€ 2.13,"1,713",30,1.80%,"1,565","1,852",34,323,18.90%,€ 0.92,€ 16.14,1.80%,€ 0.01,€ 0.09
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 18,28,1.90%,€ 18.14,"1,475",4,0.30%,"1,458","1,465",28,199,13.50%,€ 4.54,€ 12.30,1.90%,€ 0.01,€ 0.09
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 40,78,2.70%,€ 6.60,"2,898",22,0.80%,"2,765","3,063",78,378,13.00%,€ 1.80,€ 13.66,2.50%,€ 0.01,€ 0.10
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 11,23,2.80%,€ 2.81,827,9,1.10%,783,894,23,158,19.10%,€ 1.25,€ 13.60,2.60%,€ 0.01,€ 0.07
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 18,33,2.30%,€ 6.16,"1,436",11,0.80%,"1,382","1,438",33,193,13.40%,€ 1.68,€ 12.87,2.30%,€ 0.01,€ 0.10
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 39,77,2.70%,€ 4.38,"2,846",20,0.70%,"2,707","2,898",77,405,14.20%,€ 1.97,€ 13.85,2.70%,€ 0.01,€ 0.10
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 42,99,3.20%,€ 1.39,"3,136",32,1.00%,"2,912","3,269",99,476,15.20%,€ 1.30,€ 13.27,3.00%,€ 0.01,€ 0.09
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 19,31,2.20%,€ 9.56,"1,431",6,0.40%,"1,392","1,405",31,196,13.70%,€ 3.19,€ 13.35,2.20%,€ 0.01,€ 0.10
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 44,101,3.40%,€ 3.38,"2,986",29,1.00%,"2,950","3,147",101,515,17.20%,€ 1.52,€ 14.72,3.20%,€ 0.01,€ 0.09
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 20,40,2.60%,€ 5.01,"1,543",9,0.60%,"1,485","1,517",40,238,15.40%,€ 2.23,€ 12.99,2.60%,€ 0.01,€ 0.08
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 44,102,3.60%,€ 2.91,"2,837",38,1.30%,"2,696","2,887",102,496,17.50%,€ 1.15,€ 15.40,3.50%,€ 0.02,€ 0.09
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 20,29,1.80%,€ 5.09,"1,579",6,0.40%,"1,560","1,511",29,219,13.90%,€ 3.39,€ 12.88,1.90%,€ 0.01,€ 0.09
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 20,34,2.50%,€ 10.14,"1,370",9,0.70%,"1,294","1,364",34,203,14.80%,€ 2.25,€ 14.80,2.50%,€ 0.01,€ 0.10
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 42,99,3.60%,€ 8.33,"2,757",28,1.00%,"2,577","2,822",99,431,15.60%,€ 1.49,€ 15.10,3.50%,€ 0.01,€ 0.10
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 41,99,4.10%,€ 5.16,"2,421",22,0.90%,"2,270","2,540",99,459,19.00%,€ 1.87,€ 17.03,3.90%,€ 0.02,€ 0.09
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 19,31,2.60%,€ 2.38,"1,213",17,1.40%,"1,150","1,223",31,231,19.00%,€ 1.12,€ 15.70,2.50%,€ 0.02,€ 0.08
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 42,98,3.90%,€ 3.02,"2,507",22,0.90%,"2,385","2,638",98,430,17.20%,€ 1.92,€ 16.88,3.70%,€ 0.02,€ 0.10
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 19,31,2.10%,€ 6.35,"1,487",6,0.40%,"1,446","1,502",31,200,13.40%,€ 3.17,€ 12.80,2.10%,€ 0.01,€ 0.10
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 40,82,3.70%,€ 4.03,"2,231",32,1.40%,"2,096","2,311",82,444,19.90%,€ 1.26,€ 18.07,3.50%,€ 0.02,€ 0.09
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 19,29,2.10%,€ 6.35,"1,361",10,0.70%,"1,343","1,359",29,198,14.50%,€ 1.90,€ 13.99,2.10%,€ 0.01,€ 0.10
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 20,28,2.00%,€ 10.00,"1,412",11,0.80%,"1,362","1,437",28,214,15.20%,€ 1.82,€ 14.16,1.90%,€ 0.01,€ 0.09
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 42,107,4.20%,€ 3.00,"2,543",30,1.20%,"2,454","2,629",107,469,18.40%,€ 1.40,€ 16.49,4.10%,€ 0.02,€ 0.09
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 45,121,4.30%,€ 2.68,"2,826",34,1.20%,"2,605","2,903",121,542,19.20%,€ 1.34,€ 16.10,4.20%,€ 0.02,€ 0.08
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 21,49,3.40%,€ 3.53,"1,440",13,0.90%,"1,406","1,448",49,282,19.60%,€ 1.63,€ 14.72,3.40%,€ 0.01,€ 0.08
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 43,91,3.10%,€ 3.08,"2,967",28,0.90%,"2,780","3,047",91,498,16.80%,€ 1.54,€ 14.52,3.00%,€ 0.01,€ 0.09
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 20,48,2.50%,€ 3.35,"1,884",19,1.00%,"1,850","1,873",48,297,15.80%,€ 1.06,€ 10.65,2.60%,€ 0.01,€ 0.07
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 42,89,3.40%,€ 3.22,"2,638",26,1.00%,"2,431","2,683",89,451,17.10%,€ 1.61,€ 15.86,3.30%,€ 0.02,€ 0.09
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 19,41,2.40%,€ 6.43,"1,707",9,0.50%,"1,580","1,691",41,272,15.90%,€ 2.14,€ 11.29,2.40%,€ 0.01,€ 0.07
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 19,54,3.90%,€ 4.68,"1,382",11,0.80%,"1,314","1,408",54,236,17.10%,€ 1.70,€ 13.54,3.80%,€ 0.01,€ 0.08
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 40,94,3.60%,€ 3.37,"2,612",35,1.30%,"2,480","2,688",94,482,18.50%,€ 1.15,€ 15.47,3.50%,€ 0.02,€ 0.08
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 41,109,3.30%,€ 1.97,"3,284",42,1.30%,"3,032","3,462",109,565,17.20%,€ 0.98,€ 12.59,3.10%,€ 0.01,€ 0.07
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 19,60,3.80%,€ 6.41,"1,595",12,0.80%,"1,501","1,632",60,286,17.90%,€ 1.60,€ 12.05,3.70%,€ 0.01,€ 0.07
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 37,107,4.00%,€ 2.20,"2,708",46,1.70%,"2,460","2,861",107,526,19.40%,€ 0.81,€ 13.80,3.70%,€ 0.01,€ 0.07
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 19,61,3.90%,€ 19.29,"1,563",9,0.60%,"1,444","1,618",61,285,18.20%,€ 2.14,€ 12.34,3.80%,€ 0.01,€ 0.07
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 20,50,3.30%,€ 6.70,"1,499",11,0.70%,"1,378","1,556",50,265,17.70%,€ 1.83,€ 13.41,3.20%,€ 0.01,€ 0.08
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 13,27,3.00%,€ 1.90,887,20,2.30%,855,982,27,158,17.80%,€ 0.67,€ 15.01,2.70%,€ 0.01,€ 0.08
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 18,50,3.70%,€ 2.97,"1,334",14,1.00%,"1,245","1,370",50,267,20.00%,€ 1.27,€ 13.36,3.60%,€ 0.01,€ 0.07
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 17,49,3.50%,€ 5.79,"1,388",11,0.80%,"1,282","1,432",49,300,21.60%,€ 1.58,€ 12.51,3.40%,€ 0.01,€ 0.06
 Paid Social , meta , BIODERMA ,Mar-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,ThruPlay,€ 19,60,3.90%,€ 3.80,"1,541",14,0.90%,"1,388","1,614",60,329,21.30%,€ 1.36,€ 12.33,3.70%,€ 0.01,€ 0.06
 Paid Social , meta , BIODERMA ,May-25,Consideration,de_bio_insta_acq_darkpost_sensibio_30-years-sensibio-h2o_awareness,Engagements,€ 64,"2,640",19.40%,€ 0.02,"13,619",0,0.00%,"12,202","15,917","1,009","2,640",19.40%, € -   ,€ 4.68,6.30%,€ 0.00,€ 0.02
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,Engagements,€ 20,0,0.00%, € -   ,"1,300",7,0.50%,"1,275","1,299",32,192,14.80%,€ 2.93,€ 15.75,2.50%,€ 0.02,€ 0.11
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,Engagements,€ 19,0,0.00%, € -   ,"1,503",2,0.10%,"1,487","1,535",36,207,13.80%,€ 9.39,€ 12.50,2.30%,€ 0.01,€ 0.09
 Paid Social , meta , BIODERMA ,Apr-25,Consideration,de_bio_all_acq_darkpost_sensibio_30-years-sensibio-h2o_consideration,Engagements,€ 18,0,0.00%, € -   ,"1,414",7,0.50%,"1,349","1,424",28,217,15.30%,€ 2.60,€ 12.88,2.00%,€ 0.01,€ 0.08
